subject,window_start_s,condition,eda_mean,eda_std,bvp_mean,temp_mean,acc_mag_mean
S14,2050.0,stress,0.3394,0.0029,-1.0674,32.741,65.3138
S14,2055.0,stress,0.3395,0.0029,-2.0792,32.751,66.2906
S14,2060.0,stress,0.3386,0.0013,2.5648,32.754,65.5722
S14,2065.0,stress,0.3395,0.0023,-2.307,32.748,66.2564
S14,2070.0,stress,0.3404,0.002,3.649,32.748,66.807
S14,2075.0,stress,0.3403,0.0031,-1.9333,32.758,65.6218
S14,2080.0,stress,0.3434,0.0023,-2.3796,32.743,64.8303
S14,2085.0,stress,0.3405,0.0024,3.0978,32.746,65.0064
S14,2090.0,stress,0.3398,0.0014,0.9073,32.753,65.7111
S14,2095.0,stress,0.3406,0.0015,1.3702,32.754,66.0062
S14,2100.0,stress,0.3398,0.002,-5.7318,32.759,65.6027
S14,2105.0,stress,0.3409,0.0016,3.73,32.77,65.8071
S14,2110.0,stress,0.342,0.0018,-1.5138,32.77,65.5287
S14,2115.0,stress,0.3411,0.0014,1.9282,32.769,64.8309
S14,2120.0,stress,0.341,0.0018,-3.2678,32.767,65.7427
S14,2125.0,stress,0.3408,0.0014,7.6083,32.774,65.2208
S14,2130.0,stress,0.3406,0.0022,-6.8918,32.778,64.5941
S14,2135.0,stress,0.3416,0.0013,0.2115,32.786,65.6577
S14,2140.0,stress,0.3418,0.0011,1.4306,32.796,64.9318
S14,2145.0,stress,0.3443,0.002,1.9102,32.797,64.3406
S14,2150.0,stress,0.3436,0.0023,-3.4167,32.795,64.6776
S14,2155.0,stress,0.3476,0.0019,-2.3452,32.803,64.7334
S14,2160.0,stress,0.3517,0.0016,2.3887,32.821,64.5345
S14,2165.0,stress,0.3514,0.0022,-1.1884,32.811,65.7669
S14,2170.0,stress,0.3514,0.0012,2.099,32.821,67.3171
S14,2175.0,stress,0.3521,0.0024,1.0379,32.813,66.5104
S14,2180.0,stress,0.3537,0.0017,3.484,32.803,65.4784
S14,2185.0,stress,0.3519,0.0026,-4.3568,32.794,66.1346
S14,2190.0,stress,0.3506,0.0023,-10.2768,32.8115,66.1997
S14,2195.0,stress,0.352,0.0023,14.0075,32.8265,66.0359
S14,2200.0,stress,0.3507,0.0012,-1.7615,32.829,65.1224
S14,2205.0,stress,0.3499,0.0027,0.6491,32.832,64.6991
S14,2210.0,stress,0.3503,0.0014,-5.6297,32.824,65.5469
S14,2215.0,stress,0.3483,0.0017,3.0095,32.84,65.4178
S14,2220.0,stress,0.3502,0.0016,0.9767,32.8485,65.4135
S14,2225.0,stress,0.3501,0.0021,-1.3368,32.8455,65.3085
S14,2230.0,stress,0.3505,0.0017,0.2165,32.858,65.5115
S14,2235.0,stress,0.3457,0.0011,-0.255,32.8625,65.579
S14,2240.0,stress,0.3451,0.0014,-0.9966,32.8535,65.6016
S14,2245.0,stress,0.3505,0.0019,1.6264,32.858,66.2922
S14,2250.0,stress,0.3754,0.056,-5.7405,32.865,67.1709
S14,2255.0,stress,0.3759,0.0153,7.1122,32.882,65.6731
S14,2260.0,stress,0.3698,0.0036,-6.2831,32.894,64.5692
S14,2265.0,stress,0.3711,0.0014,9.1155,32.894,65.0238
S14,2270.0,stress,0.37,0.0017,-3.1851,32.89,65.0476
S14,2275.0,stress,0.3709,0.0012,0.0915,32.886,65.0448
S14,2280.0,stress,0.3712,0.003,13.1728,32.875,65.0847
S14,2285.0,stress,0.3696,0.0019,-19.3599,32.878,64.8959
S14,2290.0,stress,0.3714,0.0018,5.7042,32.878,64.8928
S14,2295.0,stress,0.3543,0.0131,-0.943,32.887,64.8465
S14,2300.0,stress,0.3487,0.0058,2.3135,32.89,64.9185
S14,2305.0,stress,0.3359,0.007,-2.379,32.899,64.9965
S14,2310.0,stress,0.3395,0.0077,0.1094,32.908,64.0462
S14,2315.0,stress,0.3106,0.0083,0.933,32.917,64.2869
S14,2320.0,stress,0.3007,0.0022,-1.9413,32.934,64.389
S14,2325.0,stress,0.2995,0.002,0.6204,32.951,64.3196
S14,2330.0,stress,0.3003,0.0012,1.4593,32.954,64.2812
S14,2335.0,stress,0.2983,0.0018,-1.5068,32.959,64.346
S14,2340.0,stress,0.2979,0.0016,0.386,32.973,64.2495
S14,2345.0,stress,0.2984,0.0023,0.0074,32.98,64.2325
S14,2350.0,stress,0.3008,0.0039,0.1888,32.988,64.2082
S14,2355.0,stress,0.3087,0.0013,-0.108,32.9905,63.9871
S14,2360.0,stress,0.3113,0.0015,0.1556,32.9995,63.9626
S14,2365.0,stress,0.3152,0.0014,-0.3976,33.018,63.9437
S14,2370.0,stress,0.3172,0.0012,1.4047,33.022,63.8045
S14,2375.0,stress,0.3194,0.0015,-1.8106,33.036,63.7582
S14,2380.0,stress,0.313,0.006,1.8523,33.063,64.0078
S14,2385.0,stress,0.3007,0.0024,-0.572,33.081,64.0412
S14,2390.0,stress,0.3028,0.0024,-0.3158,33.087,64.0918
S14,2395.0,stress,0.302,0.0019,-0.6287,33.082,64.1252
S14,2400.0,stress,0.3045,0.0017,0.0745,33.09,64.0673
S14,2405.0,stress,0.3054,0.0022,0.3704,33.1,63.9838
S14,2410.0,stress,0.3155,0.0055,3.0178,33.124,64.9447
S14,2415.0,stress,0.3256,0.0015,-2.0662,33.116,63.341
S14,2420.0,stress,0.3207,0.0032,-2.4084,33.11,63.6219
S14,2425.0,stress,0.326,0.0019,1.3396,33.129,63.4849
S14,2430.0,stress,0.3281,0.001,-0.877,33.131,63.5119
S14,2435.0,stress,0.3297,0.0009,2.7689,33.14,63.4504
S14,2440.0,stress,0.3308,0.0019,-2.186,33.147,63.4718
S14,2445.0,stress,0.3311,0.0015,-0.1974,33.1615,63.3792
S14,2450.0,stress,0.331,0.0029,1.0003,33.171,63.4892
S14,2455.0,stress,0.3315,0.0015,0.0394,33.173,63.4924
S14,2460.0,stress,0.3304,0.0027,-2.2372,33.168,63.523
S14,2465.0,stress,0.3276,0.002,2.6799,33.167,63.6231
S14,2470.0,stress,0.3302,0.0011,-2.4533,33.161,63.5812
S14,2475.0,stress,0.3285,0.0016,3.2326,33.18,63.5155
S14,2480.0,stress,0.3273,0.0019,-2.0112,33.191,63.554
S14,2485.0,stress,0.329,0.0019,0.0631,33.1905,63.4901
S14,2490.0,stress,0.3298,0.0014,-0.0018,33.1945,63.4979
S14,2495.0,stress,0.329,0.0016,-0.6102,33.1995,63.4292
S14,2500.0,stress,0.33,0.0014,1.8085,33.186,63.3075
S14,2505.0,stress,0.3308,0.0017,-1.6028,33.1965,63.457
S14,2510.0,stress,0.3322,0.0008,2.2529,33.186,63.4513
S14,2515.0,stress,0.3348,0.0017,-2.312,33.1935,63.6689
S14,2520.0,stress,0.3356,0.0023,0.2093,33.198,64.778
S14,2525.0,stress,0.3325,0.0018,2.2038,33.192,65.3324
S14,2530.0,stress,0.3345,0.0013,-1.308,33.1995,65.255
S14,2535.0,stress,0.3352,0.0016,-0.2919,33.188,65.1444
S14,2540.0,stress,0.3373,0.0026,0.8367,33.1575,65.2014
S14,2545.0,stress,0.3349,0.0016,-1.2561,33.152,65.1449
S14,2550.0,stress,0.3352,0.001,1.084,33.132,65.1842
S14,2555.0,stress,0.334,0.001,-1.2136,33.12,65.2506
S14,2560.0,stress,0.3338,0.0013,0.3275,33.097,65.2749
S14,2565.0,stress,0.3353,0.0035,-0.521,33.073,65.2193
S14,2570.0,stress,0.337,0.0015,0.5739,33.053,65.2094
S14,2575.0,stress,0.3358,0.0012,-0.6759,33.037,65.0987
S14,4310.0,amusement,0.3159,0.0013,1.3953,31.991,64.2396
S14,4315.0,amusement,0.3152,0.0015,-1.0535,31.996,64.1572
S14,4320.0,amusement,0.3162,0.0012,3.2012,31.9885,64.353
S14,4325.0,amusement,0.3169,0.0024,-1.9957,31.988,64.1495
S14,4330.0,amusement,0.3176,0.0011,0.7346,31.9875,64.3097
S14,4335.0,amusement,0.3182,0.0014,-1.716,31.984,64.2564
S14,4340.0,amusement,0.3189,0.0008,0.9052,31.975,64.1339
S14,4345.0,amusement,0.3184,0.0024,-0.0606,31.97,64.1588
S14,4350.0,amusement,0.3189,0.0017,-0.7054,31.974,64.1402
S14,4355.0,amusement,0.3196,0.0008,0.2133,31.965,64.1886
S14,4360.0,amusement,0.3196,0.0012,-0.3728,31.954,64.2153
S14,4365.0,amusement,0.3197,0.0014,0.5906,31.95,64.1777
S14,4370.0,amusement,0.32,0.0009,-1.3978,31.954,64.2763
S14,4375.0,amusement,0.3194,0.0016,2.6092,31.958,64.4167
S14,4380.0,amusement,0.3203,0.001,-0.6853,31.942,64.3946
S14,4385.0,amusement,0.3201,0.0018,1.4681,31.954,64.4079
S14,4390.0,amusement,0.32,0.0013,-2.7699,31.955,64.2401
S14,4395.0,amusement,0.3196,0.0008,-0.4789,31.953,64.3626
S14,4400.0,amusement,0.3199,0.001,2.7374,31.946,64.3672
S14,4405.0,amusement,0.3197,0.0016,-0.7927,31.95,64.3734
S14,4410.0,amusement,0.3205,0.001,0.0535,31.946,64.2857
S14,4415.0,amusement,0.3203,0.001,-0.5664,31.946,64.4319
S14,4420.0,amusement,0.3202,0.0019,1.3567,31.967,64.453
S14,4425.0,amusement,0.3196,0.0022,-3.7495,31.958,64.4982
S14,4430.0,amusement,0.3194,0.0015,3.3775,31.965,64.4568
S14,4435.0,amusement,0.3201,0.0014,-1.0998,31.959,64.3935
S14,4440.0,amusement,0.3207,0.0009,0.1307,31.984,64.4143
S14,4445.0,amusement,0.3205,0.0015,1.2761,31.978,64.3424
S14,4450.0,amusement,0.3198,0.0017,-0.5581,31.984,64.6478
S14,4455.0,amusement,0.3206,0.001,-2.7559,31.979,64.4244
S14,4460.0,amusement,0.3205,0.001,0.6434,31.9785,64.5193
S14,4465.0,amusement,0.3207,0.0012,1.4376,31.9895,64.5991
S14,4470.0,amusement,0.3208,0.0018,0.7437,31.9845,64.5263
S14,4475.0,amusement,0.3191,0.0019,-3.2697,31.996,64.3581
S14,4480.0,amusement,0.3187,0.0011,2.4598,31.9955,64.2842
S14,4485.0,amusement,0.3185,0.0014,1.5158,31.99,64.3638
S14,4490.0,amusement,0.318,0.001,-1.4803,31.987,64.2944
S14,4495.0,amusement,0.319,0.0011,-0.5548,31.989,64.2673
S14,4500.0,amusement,0.3189,0.0008,-0.042,31.99,64.3459
S14,4505.0,amusement,0.3184,0.0019,-0.3262,31.99,64.265
S14,4510.0,amusement,0.3191,0.0023,0.1775,31.982,64.2619
S14,4515.0,amusement,0.3201,0.0018,1.5407,31.986,64.3058
S14,4520.0,amusement,0.3203,0.001,-0.7394,31.978,64.2243
S14,4525.0,amusement,0.3196,0.0011,0.7787,31.982,64.2323
S14,4530.0,amusement,0.3201,0.0009,-1.0183,31.982,64.243
S14,4535.0,amusement,0.32,0.001,0.6557,31.983,64.2689
S14,4540.0,amusement,0.3206,0.0013,-1.0406,31.965,64.3158
S14,4545.0,amusement,0.3194,0.0019,1.1012,31.958,64.4018
S14,4550.0,amusement,0.3202,0.0011,-0.9133,31.951,64.419
S14,4555.0,amusement,0.3204,0.0008,0.5732,31.961,64.4061
S14,4560.0,amusement,0.3203,0.0013,-0.3093,31.942,64.289
S14,4565.0,amusement,0.3201,0.0011,0.1136,31.949,64.4769
S14,4570.0,amusement,0.3198,0.0013,-0.3325,31.93,64.4439
S14,4575.0,amusement,0.3198,0.001,-0.9281,31.925,64.4987
S14,4580.0,amusement,0.3197,0.0012,0.1692,31.927,64.4536
S14,4585.0,amusement,0.3192,0.0015,0.3076,31.914,64.4
S14,4590.0,amusement,0.3201,0.0009,0.8139,31.912,64.2927
S14,4595.0,amusement,0.32,0.0015,-0.8574,31.91,64.4488
S14,4600.0,amusement,0.3192,0.0021,0.8816,31.902,64.5028
S14,4605.0,amusement,0.3194,0.0013,-0.0433,31.894,64.5399
S14,4610.0,amusement,0.3191,0.0016,0.2684,31.877,64.5836
S14,4615.0,amusement,0.3196,0.0008,-0.238,31.891,64.5592
S14,4620.0,amusement,0.3195,0.0012,-0.7217,31.881,64.505
S14,4625.0,amusement,0.3181,0.0018,0.4963,31.871,64.5082
S14,4630.0,amusement,0.3194,0.0009,-2.2114,31.861,64.5029
S14,4635.0,amusement,0.3195,0.0011,3.0673,31.873,64.4747
S14,4640.0,amusement,0.3191,0.0011,-1.6243,31.847,64.648
S14,4645.0,amusement,0.3159,0.0012,-2.5645,31.854,64.9056
S14,4650.0,amusement,0.3154,0.0018,1.7895,31.844,64.7892
S14,4655.0,amusement,0.3151,0.0015,1.9719,31.824,64.7396
S14,4660.0,amusement,0.3147,0.0016,5.3477,31.79,64.6692
S14,4665.0,amusement,0.315,0.0019,-1.3801,31.785,64.725
S14,4670.0,amusement,0.3136,0.0013,-7.8919,31.774,64.7328
S14,4675.0,amusement,0.3139,0.0013,5.2928,31.761,64.9008
S15,110.0,baseline,0.2474,0.0077,0.4311,29.85,63.8271
S15,115.0,baseline,0.2381,0.0025,-1.6423,29.866,62.9402
S15,120.0,baseline,0.2351,0.0016,1.9544,29.863,62.9698
S15,125.0,baseline,0.2317,0.0014,0.3298,29.87,62.8532
S15,130.0,baseline,0.2297,0.0014,-0.1029,29.866,62.7438
S15,135.0,baseline,0.2282,0.0018,0.0112,29.854,62.9821
S15,140.0,baseline,0.2275,0.0009,5.6292,29.869,63.2005
S15,145.0,baseline,0.2261,0.002,-6.4208,29.855,63.351
S15,150.0,baseline,0.244,0.0117,-3.2672,29.844,63.4814
S15,155.0,baseline,0.2437,0.0042,3.4578,29.834,62.6002
S15,160.0,baseline,0.2524,0.0092,-6.03,29.842,63.3499
S15,165.0,baseline,0.2612,0.0009,7.122,29.843,62.3561
S15,170.0,baseline,0.2552,0.007,-1.2407,29.855,63.1736
S15,175.0,baseline,0.2709,0.0022,0.9586,29.87,62.4168
S15,180.0,baseline,0.2701,0.0008,0.9059,29.877,62.3826
S15,185.0,baseline,0.2694,0.0021,-0.6134,29.892,62.4529
S15,190.0,baseline,0.2701,0.0017,-0.57,29.895,62.4331
S15,195.0,baseline,0.271,0.0023,3.181,29.901,62.7917
S15,200.0,baseline,0.2706,0.0018,-3.8802,29.892,62.4761
S15,205.0,baseline,0.2685,0.0014,1.6629,29.908,62.6345
S15,210.0,baseline,0.2624,0.004,-2.8985,29.906,62.955
S15,215.0,baseline,0.2635,0.0011,3.111,29.893,62.389
S15,220.0,baseline,0.2623,0.0012,5.3694,29.887,62.4645
S15,225.0,baseline,0.2616,0.0018,-12.8316,29.886,62.5384
S15,230.0,baseline,0.2594,0.0023,5.0889,29.882,62.5248
S15,235.0,baseline,0.261,0.0019,-1.6059,29.881,62.549
S15,240.0,baseline,0.2616,0.0016,2.6716,29.892,62.4202
S15,245.0,baseline,0.261,0.0021,6.8543,29.888,62.593
S15,250.0,baseline,0.2653,0.0024,-13.3359,29.886,62.6467
S15,255.0,baseline,0.264,0.0007,10.0798,29.883,62.3596
S15,260.0,baseline,0.2606,0.003,-4.3122,29.89,62.5267
S15,265.0,baseline,0.2601,0.0016,2.3889,29.893,62.3781
S15,270.0,baseline,0.258,0.002,-1.2675,29.882,62.3455
S15,275.0,baseline,0.2575,0.0011,0.5337,29.883,62.1773
S15,280.0,baseline,0.2574,0.001,-0.457,29.873,62.2201
S15,285.0,baseline,0.2612,0.004,-6.1387,29.87,62.2659
S15,290.0,baseline,0.2685,0.002,5.4026,29.879,62.5737
S15,295.0,baseline,0.2706,0.0011,0.5621,29.894,62.5751
S15,300.0,baseline,0.2716,0.001,0.8014,29.894,62.505
S15,305.0,baseline,0.2703,0.0013,0.4732,29.893,62.5095
S15,310.0,baseline,0.2704,0.002,-1.7404,29.905,62.651
S15,315.0,baseline,0.2712,0.0013,0.3949,29.918,62.5527
S15,320.0,baseline,0.2725,0.0017,0.2227,29.92,62.5017
S15,325.0,baseline,0.2655,0.0092,3.1715,29.907,63.4321
S15,330.0,baseline,0.2655,0.0075,-7.7863,29.91,62.7404
S15,335.0,baseline,0.271,0.0013,6.2654,29.927,62.3294
S15,340.0,baseline,0.2718,0.0012,-2.0163,29.931,62.4219
S15,345.0,baseline,0.2738,0.0014,3.0615,29.941,62.3771
S15,350.0,baseline,0.2745,0.0027,-3.958,29.93,62.4713
S15,355.0,baseline,0.2733,0.0011,2.119,29.929,62.6106
S15,360.0,baseline,0.274,0.0018,-1.0297,29.914,62.7077
S15,365.0,baseline,0.274,0.0016,0.158,29.918,62.3557
S15,370.0,baseline,0.274,0.0013,-0.0038,29.928,62.5194
S15,375.0,baseline,0.2703,0.0036,-1.532,29.921,62.2578
S15,380.0,baseline,0.2722,0.0036,-1.9865,29.907,63.5506
S15,385.0,baseline,0.2729,0.0009,4.4419,29.879,62.499
S15,390.0,baseline,0.273,0.0013,-0.7969,29.878,62.5557
S15,395.0,baseline,0.2746,0.002,-0.7386,29.882,62.4836
S15,400.0,baseline,0.2614,0.0031,1.9927,29.885,62.7845
S15,405.0,baseline,0.2586,0.0024,-0.6572,29.843,62.6378
S15,410.0,baseline,0.2564,0.0016,-0.9092,29.797,62.6181
S15,415.0,baseline,0.2553,0.0015,-0.0801,29.76,62.6114
S15,420.0,baseline,0.2571,0.0015,-0.3093,29.723,62.3076
S15,425.0,baseline,0.2561,0.0017,-0.012,29.676,62.3479
S15,430.0,baseline,0.2563,0.0015,0.1664,29.632,62.4429
S15,435.0,baseline,0.2633,0.0103,1.4045,29.598,62.9382
S15,440.0,baseline,0.2726,0.0014,-0.8703,29.607,62.2992
S15,445.0,baseline,0.2727,0.0009,-1.178,29.635,62.3894
S15,450.0,baseline,0.2716,0.0021,0.4306,29.65,62.3522
S15,455.0,baseline,0.2697,0.0052,4.0605,29.663,62.5702
S15,460.0,baseline,0.2607,0.0063,-0.3336,29.657,62.9517
S15,465.0,baseline,0.2586,0.002,-3.2893,29.655,62.9905
S15,470.0,baseline,0.2724,0.0022,-0.0854,29.697,62.2699
S15,475.0,baseline,0.2743,0.001,0.1462,29.748,62.4498
S15,480.0,baseline,0.2745,0.0017,-0.5757,29.787,62.4635
S15,485.0,baseline,0.2763,0.0022,0.7882,29.82,62.3451
S15,490.0,baseline,0.2779,0.0023,-0.1303,29.86,62.3472
S15,495.0,baseline,0.2799,0.0009,-0.1656,29.884,62.4248
S15,500.0,baseline,0.283,0.0023,0.7749,29.906,62.505
S15,505.0,baseline,0.2779,0.0093,6.1598,29.918,63.2601
S15,510.0,baseline,0.2676,0.0082,-13.6384,29.886,62.9846
S15,515.0,baseline,0.2558,0.0031,8.1153,29.851,63.1374
S15,520.0,baseline,0.2492,0.0045,-2.7281,29.852,62.6351
S15,525.0,baseline,0.2447,0.0015,1.952,29.809,62.3683
S15,530.0,baseline,0.2425,0.0017,-0.3787,29.777,62.4065
S15,535.0,baseline,0.241,0.0017,-0.0477,29.752,62.2881
S15,540.0,baseline,0.2484,0.0077,2.1998,29.734,62.8919
S15,545.0,baseline,0.2508,0.0059,0.0952,29.734,63.6786
S15,550.0,baseline,0.2467,0.0051,0.4105,29.744,63.042
S15,555.0,baseline,0.2523,0.009,-22.7279,29.779,63.6612
S15,560.0,baseline,0.2498,0.0099,18.9704,29.798,64.4491
S15,565.0,baseline,0.2435,0.0071,2.6002,29.786,63.3205
S15,570.0,baseline,0.2569,0.0118,2.5248,29.787,62.7837
S15,575.0,baseline,0.2619,0.0091,-5.2914,29.814,62.5825
S15,580.0,baseline,0.271,0.0025,1.0072,29.823,62.7515
S15,585.0,baseline,0.2653,0.0016,-0.0013,29.822,62.6241
S15,590.0,baseline,0.2658,0.0019,-0.8802,29.853,62.6345
S15,595.0,baseline,0.2672,0.0017,0.6279,29.912,62.599
S15,600.0,baseline,0.2678,0.002,0.8053,29.957,62.5098
S15,605.0,baseline,0.2679,0.0013,-1.9612,29.991,62.5799
S15,610.0,baseline,0.2672,0.0015,1.545,30.007,62.6702
S15,615.0,baseline,0.2637,0.0069,1.8942,30.022,62.6514
S15,620.0,baseline,0.2499,0.0019,-1.4164,30.016,62.9217
S15,625.0,baseline,0.2497,0.0021,1.9955,29.972,62.7862
S15,630.0,baseline,0.2523,0.0014,-2.8347,29.936,62.6931
S15,635.0,baseline,0.2502,0.002,0.2408,29.932,62.633
S15,640.0,baseline,0.2534,0.0073,-2.1351,29.943,63.0896
S15,645.0,baseline,0.2727,0.001,2.2012,29.979,62.7026
S15,650.0,baseline,0.2704,0.0015,-1.3626,29.985,62.6129
S15,655.0,baseline,0.273,0.0065,-0.0356,29.988,62.6127
S15,660.0,baseline,0.2801,0.0011,2.9519,30.001,62.5914
S15,665.0,baseline,0.2814,0.0017,-1.7302,29.986,62.304
S15,670.0,baseline,0.2821,0.0023,-9.2237,29.981,62.4466
S15,675.0,baseline,0.2866,0.0014,8.9908,29.97,62.7201
S15,680.0,baseline,0.2869,0.0022,1.235,29.966,62.6997
S15,685.0,baseline,0.2891,0.0027,-3.5822,29.958,62.6309
S15,690.0,baseline,0.2895,0.0018,3.5317,29.953,62.6926
S15,695.0,baseline,0.29,0.0015,7.6176,29.945,62.6938
S15,700.0,baseline,0.285,0.0044,-4.2947,29.942,62.8876
S15,705.0,baseline,0.2792,0.0012,-3.0824,29.931,62.7151
S15,710.0,baseline,0.28,0.0024,-1.0792,29.985,62.8784
S15,715.0,baseline,0.2816,0.002,-0.823,30.054,62.8436
S15,720.0,baseline,0.2843,0.0009,1.0507,30.108,62.716
S15,725.0,baseline,0.2852,0.0019,0.3139,30.152,62.7172
S15,730.0,baseline,0.2864,0.0029,-1.4895,30.166,62.788
S15,735.0,baseline,0.289,0.0007,0.6777,30.171,62.7248
S15,740.0,baseline,0.2895,0.0011,-0.8507,30.194,62.7235
S15,745.0,baseline,0.2903,0.0009,1.6033,30.194,62.7194
S15,750.0,baseline,0.292,0.0017,-0.3191,30.198,62.7047
S15,755.0,baseline,0.2927,0.0017,-0.8744,30.198,62.646
S15,760.0,baseline,0.2938,0.0017,0.721,30.199,62.8171
S15,765.0,baseline,0.2947,0.001,0.0715,30.189,62.6246
S15,770.0,baseline,0.2953,0.0029,-0.5417,30.194,62.9315
S15,775.0,baseline,0.2987,0.0024,0.3463,30.189,62.8801
S15,780.0,baseline,0.2995,0.0023,-0.1863,30.191,62.7437
S15,785.0,baseline,0.3,0.0012,-0.0965,30.19,62.9812
S15,790.0,baseline,0.3012,0.0018,-0.0122,30.185,63.0416
S15,795.0,baseline,0.3026,0.0017,0.8253,30.179,63.0858
S15,800.0,baseline,0.3038,0.0017,-0.5048,30.181,63.1259
S15,805.0,baseline,0.305,0.0011,0.3497,30.167,63.1186
S15,810.0,baseline,0.3068,0.0017,-0.1374,30.18,62.8002
S15,815.0,baseline,0.3071,0.0011,0.0258,30.166,62.7885
S15,820.0,baseline,0.3081,0.0018,-0.6061,30.165,62.8079
S15,825.0,baseline,0.3091,0.001,-0.0579,30.15,62.9065
S15,830.0,baseline,0.3102,0.0024,0.6113,30.139,62.9486
S15,835.0,baseline,0.3129,0.0022,-1.7644,30.128,62.8805
S15,840.0,baseline,0.3125,0.0012,2.7259,30.123,62.9649
S15,845.0,baseline,0.3115,0.0039,-4.0354,30.126,62.9577
S15,850.0,baseline,0.2935,0.0069,0.5994,30.104,62.7563
S15,855.0,baseline,0.2886,0.0019,2.9502,30.067,62.4346
S15,860.0,baseline,0.2853,0.0018,-0.54,30.037,62.3266
S15,865.0,baseline,0.2813,0.0023,-0.2233,30.009,62.5319
S15,870.0,baseline,0.2792,0.0018,-0.0114,29.99,62.3751
S15,875.0,baseline,0.2775,0.0016,0.2447,29.989,62.3535
S15,880.0,baseline,0.2764,0.0006,-0.2523,29.974,62.4692
S15,885.0,baseline,0.2764,0.006,-1.011,29.969,64.0746
S15,890.0,baseline,0.2782,0.0043,1.9494,29.963,62.6836
S15,895.0,baseline,0.2763,0.0012,-0.0769,29.958,62.3709
S15,900.0,baseline,0.2766,0.0014,-0.5516,29.965,62.4457
S15,905.0,baseline,0.2759,0.0016,-0.1241,29.958,62.4417
S15,910.0,baseline,0.2743,0.002,0.1176,29.966,62.5108
S15,915.0,baseline,0.2882,0.0121,-0.1846,29.963,63.051
S15,920.0,baseline,0.3014,0.0012,1.2061,29.961,62.6177
S15,925.0,baseline,0.3028,0.0017,-1.0264,29.959,62.484
S15,930.0,baseline,0.3045,0.0018,1.1613,29.965,62.4059
S15,935.0,baseline,0.3075,0.0015,-1.4132,29.955,62.3036
S15,940.0,baseline,0.3083,0.0019,-0.4866,29.958,62.5457
S15,945.0,baseline,0.3097,0.002,0.9714,29.969,62.562
S15,950.0,baseline,0.3114,0.002,-0.1176,29.954,62.4623
S15,955.0,baseline,0.3128,0.0008,0.1064,29.96,62.4808
S15,960.0,baseline,0.3136,0.0012,-0.597,29.965,62.6615
S15,965.0,baseline,0.3148,0.0022,-0.2716,29.969,62.7344
S15,970.0,baseline,0.3165,0.0014,0.4868,29.967,62.7044
S15,975.0,baseline,0.3178,0.0014,0.3319,29.966,62.7454
S15,980.0,baseline,0.3088,0.014,-0.4252,29.975,62.3542
S15,985.0,baseline,0.3145,0.0104,-0.2867,29.983,63.1648
S15,990.0,baseline,0.3182,0.0018,0.0917,29.993,62.6303
S15,995.0,baseline,0.3181,0.0016,-1.529,29.994,62.3925
S15,1000.0,baseline,0.3168,0.0024,16.7534,29.997,62.4527
S15,1005.0,baseline,0.3176,0.0014,-17.2374,29.991,62.4693
S15,1010.0,baseline,0.2873,0.008,5.8683,30.008,64.1009
S15,1015.0,baseline,0.3076,0.0135,-13.4963,30.04,62.9255
S15,1020.0,baseline,0.3135,0.0045,9.4866,30.066,62.8853
S15,1025.0,baseline,0.3113,0.0012,1.4953,30.105,62.5306
S15,1030.0,baseline,0.3119,0.0022,-0.9203,30.161,62.5378
S15,1035.0,baseline,0.3022,0.0103,-0.2402,30.224,63.3624
S15,1040.0,baseline,0.2955,0.0098,3.9018,30.24,63.2666
S15,1045.0,baseline,0.3068,0.0016,-3.6633,30.241,62.5831
S15,1050.0,baseline,0.3111,0.0017,0.2325,30.28,62.6312
S15,1055.0,baseline,0.3132,0.0019,0.5668,30.294,62.6662
S15,1060.0,baseline,0.3162,0.0056,-7.5491,30.304,62.7716
S15,1065.0,baseline,0.2942,0.0031,4.2197,30.301,62.8846
S15,1070.0,baseline,0.2907,0.0017,3.8257,30.288,62.7695
S15,1075.0,baseline,0.2991,0.0044,-2.803,30.249,62.5923
S15,1080.0,baseline,0.3,0.0013,1.6433,30.238,62.4911
S15,1085.0,baseline,0.2972,0.0012,-0.0899,30.241,62.6689
S15,1090.0,baseline,0.3101,0.0065,-31.4195,30.226,63.6106
S15,1095.0,baseline,0.3207,0.0019,32.1769,30.222,62.581
S15,1100.0,baseline,0.3201,0.0012,0.1523,30.226,62.2262
S15,1105.0,baseline,0.322,0.0022,-0.2098,30.23,62.4614
S15,1110.0,baseline,0.3148,0.011,-2.4877,30.243,62.9499
S15,1115.0,baseline,0.3263,0.0039,14.86,30.246,62.6191
S15,1120.0,baseline,0.3076,0.0129,-13.0238,30.237,62.365
S15,1125.0,baseline,0.2994,0.0087,-4.5911,30.226,62.6411
S15,1130.0,baseline,0.2971,0.0084,-4.1796,30.218,63.1414
S15,1135.0,baseline,0.309,0.0134,-2.7448,30.235,63.1007
S15,1140.0,baseline,0.3188,0.0091,10.398,30.238,62.6482
S15,1145.0,baseline,0.3241,0.0014,2.2789,30.258,62.4874
S15,1150.0,baseline,0.3228,0.0061,-7.9192,30.254,62.5657
S15,1155.0,baseline,0.3267,0.0023,4.4381,30.242,62.6614
S15,1160.0,baseline,0.3263,0.0012,2.3182,30.237,62.4149
S15,1165.0,baseline,0.3258,0.0013,0.6513,30.246,62.5637
S15,1170.0,baseline,0.3124,0.012,-2.131,30.23,62.6652
S15,1175.0,baseline,0.3102,0.0157,3.9525,30.23,62.9547
